0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0084E3167P0680000410              241211  002600000000000002021400290005011000240000
0084E3168P1027000576              23 6 9  004900200000020000040500190007006300260003
0084E3169P0892000572              24 611  004800200000020001040800130007007800110002
0084E3170P0285000160              241211  001700000000000004008300080004003800050001
0084E3171P0610000368              241211  001400100000000003020200240011008800240001
0084E3172P1609001071              24 5 8  006800200000020001057400500034028100570002
0084E3173P1000000712              24 5 8  003600000100030001038400280023020100340001
0084E3174P0316000166              241211  001500000000010001013300050000001000010000
0084E3175P0893000487              24 610  004900200000030002034600290007003700070005
0084E3176P0913000541              23 6 9  004400200000010000043400260007002300030001
0084E3177P1236000833              13 812  005500200000010003036800460023027800550002
0084E3178P0778000524              23 810  003900100000000001025400200012015300380006
0084E3179P0809000531              13 5 8  002800000000040001030500190006014600190003
0084E3180P1310000860              24 5 8  005700000000040007043400540017022500580004
0084E3181P0863000502              23 6 9  003300000000030001038500280004004400040000
0084E3182P0425000305              24 710  002100000000010001013200100005010900250001
0084E3183P0310000229              24 711  001100000000010000012800060008006000150000
0084E3184P0869000653              24 911  003600000000010002034400290019018500320005
0084E3185P0033000019              23 7 9  000100000000000000001100000001000400020000
0084E3186P0675000474              24 911  003400000000000001027000270011011500160000
0084E3187P0723000430              23 510  002100100000000001023500210013010700290002
0084E3188P0084000063              23 610  000800000000000000003100000003001800030000
0084E3189P0485000252              24 6 9  002000000000030000017000120003003300110000
0084E3190P0213000092              241211  002200000000010000004700000001001800030000
0084E3191P0010000007              13 810  000000000000000000000500010000000100000000
0084E3192P1044000658              24 710  003700000100020004030900350017019400570002
0084E3193P0692000417              24 611  003700100000000000029300160005005200100003
0084E3194P0767000428              23 6 9  005200100000030002030500210004003300070000
0084E3195P0607000416              24 911  002300000000030001017800210016014400280002
0084E3196P0648000393              24 611  004200000000020001026800160005005200070000
0084E3197P0441000351              23 710  001700000000030000013200070006015700260003
0084E3198P0743000479              24 710  002400000000040003023200270017012700430002
0084E3199P0586000337              23 6 9  003400000000000003024500140002002700100002
0084E3200P0568000344              23 6 9  002000000000020000025500110003004200090002
0084E3201P0658000461              24 7 8  004100200000010003022600220014012700230002
0084E3202P0828000500              23 510  002100000000030003026800310013012700330001
0084E3203P0545000378              23 710  002700100000000001018000160005011800290001
0084E3204P0355000221              241211  001200000000020000015300100005003300060000
0084E3205P0490000282              23 6 9  004200000000030001018000170003002700090000
0084E3206P0789000464              23 6 9  003400400100010001033400210010004100140003
0084E3207P0608000372              24 6 9  005600000000020000026100130002003400020002
0084E3208P0595000406              24 911  002000000000020002012000130005021100320001
0084E3209P0647000444              24 5 8  003100000000000001021600220012013500260001
0084E3210P0639000421              24 710  002700000000030000019600330010012000280004
0084E3211P0855000567              24 710  002400100000020001028900250016016500420002
0084E3212P0902000633              241211  004300000000000002029100370007019300590001
0084E3213P0937000626              24 7 8  003300100000010004029400250013020900430003
0084E3214P0826000540              24 710  004000200000010003022000250011019000460002
0084E3215P0066000045              23 710  000200000000010000002000030000001600030000
0084E3216P2368001648              24 5 8  011000100000030010081800550042050700980004
0084E3217P0183000119              24 6 9  000600000000020001007100030004002700050000
0084E3218P0042000030              23 510  000000000000000000001600020000001200000000
0084E3219P0000000000              23 612  000000000000000000000000000000000000000000
0084E3220P0004000002              23 5 9  000000000000000000000200000000000000000000
0084E3221P0065000040              23 810  000100000000000000001400010001002000030000
0084E3222P0896000534              23 510  002600100000030004028500330017012500320008
0084E3223P0735000523              24 5 8  004000100000010008025400190007014800400005
0084E3224P0423000247              23 812  002000000000030003013000110003006800090000
0084E3225P0000000000              23 612  000000000000000000000000000000000000000000
0084E3226P0000000000              23 812  000000000000000000000000000000000000000000
0084E4001P0717000463              24 914  003100000000050003021900170015015300200000
0084E4002P0481000315              24 914  001500100000020001019000140010007700050000
0084E4003P0869000675              24 914  003100300000020001034900310031019300320002
0084E4004P0665000374              241216  001900100100010002018600160010011900180001
0084E4005P0816000527              241114  002700000000020003023400270021017400370002
0084E4006P0591000388              241114  003300200000000001017800250011012200150001
0084E4007P0726000504              281115  002900100000010002025700310014013600270006
0084E4008P0960000648              281115  004000100000070005026400250026023900400001
0084E4009P1044000731              281115  005400100100040000042800300016016100340002
0084E4010P0637000430              281015  002400100000040000021300240017012400200003
0084E4011P0968000584              24 914  004100000000050001031500360016014500240001
