0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0084E1187P1269000788              11 2 6 2005100000000120004040100430033019200490003
0084E1188P1009000759              11 2 6 2003700000000010005036900350029021800600005
0084E1189P1289000786              11 2 6 2004900000000020003042100430035017700550001
0084E1190P0681000512              11 2 6 2002600000000020001026600180009014400400006
0084E1191P0565000388              12 4 5 1001800000000020002021700100014010900150001
0084E1192P1455000956              11 3 3 4006300100000030004058800570020016600520002
0084E1193P1302000926              11 2 1 2006100000000030003042900310034027200880005
0084E1194P0650000449              13 3 7 4002600000000020001024500200010012300210001
0084E1195P0957000679              11 2 6 2002700000000010007031000230018025000370006
0084E1196P1367000920              13 3 7 5005600300000040001045200420021027100660004
0084E1197P0397000303              11 2 6 2001600000000010002013600040006010400330001
0084E1198P0881000677              11 2 6 4004600100000010001030800150018024200390006
0084E1199P0487000332              11 2 6 4001600100000000002018000070014009400170001
0084E1200P0999000625              11 4 7 4004700100000030000049700250009003400090000
0084E1201P1767001273              11 4 6 2011000200000020001061300310035039000870002
0084E1202P0663000412              11 4 6 2001700000100000003022500260011010300250001
0084E1203P0653000426              11 2 1 6002900100000000002019700200010011900470001
0084E1204P1018000521              13 1 3 6004800000000030001024100500013013200320001
0084E1205P1382000866              11 4 5 1004900000000040006045600570019022400480003
0084E1206P0957000673              12 4 4 3004400300000020002035000210017019100410002
0084E1207P0876000525              11 1 3 6003700400000040004029200520014009000250003
0084E1208P1331000754              11 1 3 6006200100000030004040300580021016100390002
0084E1209P0986000610              12 4 5 2002800200000000008035200210008015200350004
0084E1210P0723000562              12 3 4 4003000000100030002032300180010014100320002
0084E1211P0930000603              13 5 7 5004500000000030003029400350024015400440001
0084E1212P0375000258              11 2 5 1001100000000020001013300010007008000230000
0084E1213P0671000448              11 3 3 4003100100000020002020800250007014000300002
0084E1214P0717000490              13 3 7 5003000200000030000025100200012014000310001
0084E1215P0823000464              13 1 3 6002600300000040000022400280010014500240000
0084E1216P2067001519              11 2 6 2007200200000040005076500570036048000950003
0084E1217P0275000172              13 5 7 5001400000000000001008900190005004000040000
0084E1218P0735000472              12 3 7 4002200000000010002030800150006010000170001
0084E1219P0552000342              12 512 3002600000000030002014900180007010400270006
0084E1220P0238000152              11 2 6 2000600000000020000007900050006004300110000
0084E1221P0264000180              12 512 3000900000000000003008400070005005700150000
0084E1222P0469000311              13 512 3001500000100010001015600200013008300200001
0084E1223P1349000813              12 4 5 1007100000000210011060100140017006700100001
0084E1224P0589000442              11 4 5 1002400000000030006025100180015010500190001
0084E1225P0984000746              11 4 5 1003200100000080002047700270020014500310003
0084E1226P0457000325              11 4 5 1001400000000030001016700230003008000320002
0084E1227P1659001016              11 2 1 6009300100100040002044500510024032700640004
0084E1228P0751000526              13 3 3 4004600000000010002024100240017015400360005
0084E1229P0950000522              13 3 3 6005500400000010001027200250010011800330003
0084E1230P1113000724              12 5 4 3003300000000020001036400300018023100440001
0084E1231P0659000378              13 512 5003100000000020003020600160008009000220000
0084E1232P0742000469              12 3 4 3002500800200010004025200220009011400290003
0084E1233P0690000512              12 4 5 1001600000000020005026200100020016100330003
0084E1234P1548000895              13 3 3 4006100200000010002061600410015012600300001
0084E1235P0758000482              13 3 7 5003900000000010000023400220015013600340001
0084E1236P0805000581              11 2 6 2003300000100010003025600190022019700450004
0084E1237P1220000792              12 4 4 3007200300100040003042000410020018400400004
0084E1238P0748000486              13 5 4 5003100000000020002022800240013015200330001
0084E1239P1010000717              11 4 5 1004000000200040005037100290016019800500002
0084E1240P0786000496              13 3 7 5001800000100000001024800340013013800360007
0084E1241P1081000691              12 3 4 4005000400000030001037600420013017200270003
0084E1242P1230000730              12 5 4 3004300200000050000038200380018019200470003
0084E1243P0891000579              12 4 6 2004000100000040000037200220012010600170005
0084E1244P0458000285              13 5 4 3001400000000020001013100050008008800350001
0084E1245P1642001121              11 4 6 2006800000000020007049600500025040600650002
0084E1246P0887000562              13 3 7 5005000300000020002031100270014012800240001
0084E1247P1182000703              13 3 7 4004200100100000005038100390022017000400002
0084E1248P0765000521              11 2 6 2002100000000030004027900230013014900260003
0084E1249P3087001693              13 3 3 6013900200100050009085500820042044701050006
0084E1250P0948000568              12 4 4 3003400300100010002028400280019015200410003
0084E1251P0958000699              12 4 5 1006000000000010001038800200014017800350002
0084E1252P1206000789              11 4 6 2004000000000030004047200370017015400560006
0084E1253P0931000561              11 3 3 4002900000300020004030900310017012700390000
0084E1254P0902000541              13 3 7 5002700000100020002029000340018012200450000
0084E1255P0968000595              11 2 6 4004700000000010004028100370015017900270004
0084E1256P1924001239              11 3 6 4007500500100040006069200430031030400750003
0084E1257P0907000578              11 4 6 2003000000000040004034400290012012500260004
0084E1258P0636000395              11 4 6 2003700000000030001021100210007009500190001
0084E1259P0519000372              12 3 4 4002700100000020002020400260011008200150002
0084E1260P0815000517              11 2 6 2003300000000000000025400290013014800380002
0084E1261P0404000295              12 4 7 4001700000000010000017500100006006700170002
0084E1262P0766000467              12 3 4 3002700000000030003026400360003009700330001
0084E1263P1788001289              11 2 6 2008300100000090008055700570039041101200004
0084E1264P1600001027              11 2 1 6007100200000040006045900370039033700720000
0084E1265P2796001847              11 1 1 6010300200000070009075700870059065901590005
0084E1266P0983000556              13 3 3 4005300000000020004027200440011013700310002
0084E1267P0806000517              11 2 6 2002800000000020006023200310019016200360001
0084E1268P1168000706              13 1 3 6004000000000040004035900600013018900350002
0084E1269P0822000516              11 3 3 4003600100000010001030000260012011700210001
0084E1270P0882000745              11 2 6 2002600300000010000034100150008029900510001
0084E1271P0783000514              13 5 7 5002600100000040000028200250016013100260003
0084E1272P0989000705              11 1 1 6005000200000040004030800360020022600530002
0084E1273P0973000561              13 1 3 4004200300000040001027700380016014100390000
0084E1274P0770000472              11 1 3 6004000000100030006024200220014012600180000
0084E1275P0884000562              11 3 3 4003400000000050003031300300013013100310002
0084E1276P0248000174              12 4 4 4001900100000020001009600080005003200100000
0084E1277P0418000219              13 3 3 4000800100000020001014500110006003800050002
0084E1278P0037000015              13 3 3 6000300000000000000000900000001000100010000
0084E1279P0796000570              11 1 1 6004400000000020001034900140012012300250000
0084E1280P0003000011              11 3 1 6000300000000000000000500000000000300000000
0084E1281P0128000093              13 2 1 6000400000100000000004400080004002700050000
0084E1282P0014000005              13 512 3000000000000000000000400000000000100000000
0084E1283P1321000780              13 3 1 6005800000000010004042900450018018500390001
0084E1284P1148000920              11 2 6 4003600100000020002048300250021028700630000
0084E1285P1051000617              11 1 3 6004900000000030006029600480025015400340002
0084E1286P1061000741              11 2 6 2003500000000010004037600390020022700390000
0084E1287P0980000552              11 1 3 6006000400000010000031500340008009700280005
0084E1288P0935000609              11 4 6 1001500000000020002031700340014018500390001
0084E1289P0930000586              13 3 3 4004200000000030001037100330014009300280001
0084E1290P1298000930              11 1 1 6006400100000040005041500530029029700580004
0084E1291P1142000600              11 3 3 6007300400000030003031000360016010900380008
0084E1292P0909000620              12 4 5 1004200100000030001032300140014018100380003
0084E1293P0675000430              11 2 6 2002200000000030002021900160006013700250000
0084E1294P0873000551              13 5 7 4003000000000000002027200240012017700300004
0084E1295P0000000000              13 3 7 5000000000000000000000000000000000000000000
0084E2001P0837000602              351018  001400000200020005019500080013033600250002
0084E2002P0935000609              351018  002800100000020003028000090022022800340002
0084E2003P0941000693              351018  003800000000010007035200300016020400420003
0084E2004P0774000564              351018  002100000000050002028600160020017200380004
0084E2005P0500000376              351018  000800000000010000022700170012009100180002
0084E2006P0835000613              351018  002800000200070003039400230020010700280001
0084E2007P0450000316              351018  001800000000020002018600080008006700230002
0084E2008P0994000688              351218  002900000000020003033700280026021500460002
0084E2009P0949000623              351018  008100000000010003042100150008007800150001
0084E2010P0846000558              351018  002800000000060000035400280007010900220004
0084E2011P0646000368              351017  004000300000030003023600180003004900120001
0084E2012P0441000290              351017  002000200000050001015000130011007000170001
0084E2013P0736000534              351218  002300100100030003025500120022017300400001
0084E2014P1227000867              351216  003600100000040008045400200026027000460002
0084E2015P0585000415              351218  001700000000020000021700220016012200180001
0084E2016P1156000847              351218  003400200000080004046600180028023900440004
0084E2017P1016000740              351213  002300300100030005038200220021023300440003
0084E2018P0711000529              321213  003000000000060001028300220010015300200004
0084E2019P0839000549              321218  003100500000000002027600260018014400470000
0084E2020P0892000607              351218  003500000200000001028700120024020700370002
0084E2021P0758000518              321216  002000000000020001028500150009016100250000
0084E2022P1017000654              351017  002600000000020003030700160015023000520003
0084E2023P0726000517              351017  002800200100020004027400260014012600390001
0084E2024P0616000466              351218  002500000000010001026200120009012400310001
0084E2025P0674000456              351018  002000200000040001025300140018012000230001
0084E2026P0520000304              351018  003200000000010000021400160003003300040001
0084E2027P0705000419              351017  003200000000040004023400250013009400120001
0084E2028P0934000647              321016  002400000000060002034500320015017400450004
0084E2029P1039000619              351018  003900200000050004036600250028012900200001
0084E2030P0875000616              351018  003400000200020000031700170012020200280002
0084E2031P0965000676              351016  001400000000110003037100170020019000470003
0084E2032P0648000441              351018  001200000100000001020800060007016600400000
0084E2033P0628000428              351017  001500100000010003018400030015017600280002
0084E2034P0409000244              351017  000800000000010001012300180009006700150002
0084E2035P0767000545              321218  004000000000040002025500280017016300350001
0084E2036P0901000604              351016  002900000000010001029400150011022600240003
0084E2037P0735000528              351018  002200000000040004025400210013019800120000
0084E2038P0956000705              351218  002500000000040003038000140026022000320001
0084E2039P0868000586              321218  002400000000030002027200230020018700550000
0084E2040P1013000704              351218  003000100000030003033800440020021400500001
0084E2041P1969001501              321016  004400100000000000092600170044041300540002
0084E2042P0857000582              351017  004100400000040001029500150011017100350005
0084E2043P0920000663              351218  002600100000020002035500200026019800310002
0084E2044P0193000138              351216  000700000000000000007600030006003600100000
0084E2045P0861000573              351018  003000000000020002020500090016028500230001
0084E2046P0976000657              351018  003600000000030005041600210021012800260001
0084E2047P0465000351              351218  001100000000010002015600090008013600280000
0084E2048P0702000456              351017  002100000000000001019500090011018200360001
0084E2049P0684000488              351017  003000000000010001025100250009014500260000
0084E2050P0821000583              321213  002800000100020000027100260018019500370005
0084E2051P0813000589              351216  003600000000010000029200180015019100360000
0084E2052P0995000648              351016  002800100000020007029100110017023900500002
0084E2053P0820000578              351017  002600400000010003034600220019013400230000
0084E2054P0709000448              351017  003300000000050002031300240004004800170002
0084E2055P1035000729              351218  002900000000020002031100150025029400460005
0084E2056P0691000478              351017  002400000000020002025200150012014200280001
0084E2057P0508000333              321218  002400000000040001014000170013011100230000
0084E2058P0763000505              351017  004000000000010001024600220011015100310002
0084E2059P1142000720              351017  004200100000010003053000380012007500140004
0084E2060P1549001049              321213  005700300100020007052200300031033100610004
0084E2061P0587000433              351017  001600100000010001023400160013011900290003
0084E2062P0683000452              351017  002100100000030000023700200007013700240002
0084E2063P0185000127              351018  000700000000000001006900040003003600070000
0084E2064P0592000398              351018  001100100000000001017100060004017700270000
0084E2065P0650000474              351218  001400000000020004025800190017012500330002
0084E2066P0980000706              321218  004700000000010002035000300022020600450003
0084E2067P1093000699              321218  003400000000030002035500270021020700430007
0084E2068P1010000700              351218  002600100000020002032200160020025100540006
0084E2069P1133000748              351218  004600400000000000041300180010023100230003
0084E2070P0625000418              351017  002600300000030000024600170009009800100006
0084E2071P1023000607              351017  006300000100030007035300320017010100240006
0084E2072P0926000656              351017  002900000000050008031800210022020500460002
0084E2073P0539000384              351018  001900000000020002020700080007011900200000
0084E2074P1039000732              321213  004300100000020006032900340027023500500005
0084E2075P0787000496              321218  002800000100030004023000280021014200370002
0084E2076P1096000732              351016  002800000000010005031300200022029600460001
0084E2077P0835000544              351216  003200000000030000026800270011016800340001
0084E2078P1166000691              351016  003400000000020002037500120013022200300001
0084E2079P0517000355              351017  002500000000020003016700170019009800210003
0084E2080P0193000145              351218  000200000100010000007900050003004600080000
0084E2081P0955000687              351218  003900000000010000033900150016023200430002
0084E2082P0823000543              351016  003200000100020000026500200015017700310000
0084E2083P0700000492              351016  002200100000020002025300230010015100260002
0084E2084P0990000719              351216  002800000000020003033600140025025300560002
0084E2085P0240000158              351017  002000100000000001011900030003000800030000
0084E2086P0526000365              351213  001400100000010002016300130017012700250002
0084E2087P0672000463              351218  001400100000010002024000190015012500450001
0084E2088P0556000378              351017  002900200000030001017800090013011400280001
0084E2089P0260000197              351018  000400000000010003008000030005009300070001
0084E2090P0715000529              351218  002600100000030002030600170011013500270001
0084E2091P0910000603              351016  002800200000010005029100120011022200300001
0084E2092P0586000412              351017  002200000000030002024200150010009500230000
0084E2093P0663000496              351218  001500500000040004026900150016012700390002
0084E2094P0827000594              351017  002800200000010004034000200017015400270001
0084E2095P0542000372              351216  001800000100020001019200100009011000270002
0084E2096P0650000426              351017  002000000000040002022900150010012500170004
0084E2097P0992000674              351218  003600100000040004030800270024022500430002
0084E2098P1256000857              351016  006400000000020002040200120012033400270002
0084E2099P0674000471              351218  001800000000020002023900170011015800230001
0084E2100P1111000742              321216  002900000100030002038000300017024100360003
0084E2101P1583001061              351017  005400000000070004060900270015030100390005
0084E2102P1166000775              351016  003200000200020005037500120021026800530005
0084E2103P0854000559              351218  002100000000010005027600250010019100290001
0084E2104P0738000481              351018  002500200000020002030100140014010300140004
0084E2105P0327000212              351016  000700000000000000010900040011006600150000
0084E2106P0529000358              351218  002500000000020003016000060008013100210002
0084E2107P1035000708              321016  004800000000010004039000290025017700310003
0084E2108P0883000606              351216  003400000100020004028000200014021200370002
0084E2109P1330000900              321017  004100000000010003055700220015023600240001
0084E2110P0723000529              351018  003000000000020000021900140021020700360000
0084E2111P0515000360              351218  001300000100030002018300080010011900190002
0084E2112P1536001034              351016  006200300000040005047000360025036600630000
0084E2113P0937000698              351218  003100100000010005030500270020025000520006
0084E2114P1111000724              321016  004300300100020004042800340024015000320003
0084E2115P0355000211              321218  000700000000010002011100090007006500090000
0084E2116P0615000421              351218  000400000000030003018800090008017000360000
0084E2117P0604000387              351218  002000000000030000018700150015012400230000
0084E2118P0666000401              321216  001900300000020001020100190011011600280001
0084E2119P1103000725              351018  003500000000020004030900060014031200410002
0084E2120P0798000597              321216  001400200000030004032700160023019200160000
0084E2121P0718000509              351017  002700000000050004028800130013013700190003
0084E2122P0763000569              321218  002900000000020003025500200014020900370000
0084E2123P1072000681              351017  002800100100030004042700220009014300350008
0084E2124P0849000605              351218  002300100000070001027800110011023900300004
0084E2125P1328000868              321016  004100000100000004048400150016028000250002
0084E2126P0662000469              351218  001800100000020002022600120013016800260001
0084E2127P0892000626              351213  003100000000030003027300150019023600440002
0084E2128P0829000600              351018  002300100000030004028400150016021900340001
0084E2129P0776000573              351218  003700000100030003025300230012020000400001
0084E2130P0713000523              321218  003100000000010009027100210024013000340002
0084E2131P0714000481              351216  002400000000000003021800210009016600380002
0084E2132P0514000345              351016  000800100000010002019100030007011900120001
0084E2133P0605000428              321016  001500000000010004025300070003013100110003
0084E2134P0906000578              351016  003900100000020001030300130011018300250000
0084E2135P0931000555              351016  002300100000020002027300150005019300400001
0084E2136P0871000555              321216  004100100100020003027500060009018500320000
0084E2137P0716000469              321016  001900200000020002027100140011013000170001
0084E2138P1018000612              321017  003000000000040002035300150015016700240002
0084E2139P0651000441              351016  001600000000010001024300050006015400140001
0084E2140P0947000694              351218  003300000100030005032800120017025600370002
0084E2141P0366000266              351216  001300000000000001011000120003010000250002
0084E2142P0504000376              321213  001300000000000003017900100006014700180000
0084E2143P0600000419              351017  002700000000000004019000190014014300190003
0084E2144P1547000966              321016  006200200000050006046200260027032500510000
0084E2145P0765000504              321017  002100000200010002031400120015012500110001
0084E2146P0222000157              321016  000400000000020001010500030000003900030000
0084E2147P0576000356              351016  001600000000030001017800130004012200180001
0084E2148P0516000362              321216  001400000000000001017300090006014600130000
0084E2149P0643000475              351218  001400100000010003025000180025012700340002
0084E2150P0425000318              351018  001600000000030001018000130012007100220000
0084E2151P0856000570              321017  003500100000020002031200140014017200170001
0084E2152P0310000184              321216  001200000000010000008200100004006500090001
0084E2153P0600000474              351218  001900000000010002023500190013014900320004
0084E2154P0535000358              351017  001900200000010003016500160012011700210002
0084E2155P0692000464              351017  003400100000030004023500100010013500310001
0084E2156P0452000338              351218  001500000000010001018700120005010000170000
0084E2157P0551000349              351218  002700000000020000016800200004011800100000
0084E2158P1539000987              321017  006100000100060003070700300020013100260002
0084E2159P0528000368              351216  001800000000010003015300120012014400250000
0084E2160P0406000296              351018  000600000000010005012900040007013000140000
0084E2161P0523000381              351218  002400000000020003019900140009011500140001
0084E2162P1444000913              351017  004600100000040003047200150019030500480000
0084E2163P0821000581              351016  001900000000000001028700200020020500280001
0084E2164P0547000377              351218  001200000100020002018900040008014000180001
0084E2165P0713000419              321216  003500000000010001020500160013011300320003
0084E2166P0617000403              321017  002400100000000002021700130009011400230000
0084E2167P0505000374              351016  001300000000010000020200100008012700120001
0084E2168P0614000444              351018  001500000000020002019700120006017700320001
0084E2169P0701000460              321213  002100000000010002023700190011013000370002
0084E2170P0381000255              321016  001000000000000002013000050004009200090003
0084E2171P0228000136              351016  000900000000010003005900040001005100080000
0084E2172P0026000021              321016  000000000000010000000300040001001000020000
0084E2173P0030000023              321016  000000000000020000001000000001000700030000
0084E2174P0065000041              351216  000600000000010000001900010002000700030002
0084E2175P0233000140              351216  000600000000010000007100010001005200080000
0084E2176P0032000016              321017  000100000000000000001200010000000200000000
0084E2177P0299000126              351017  001900000000000000008300070000001200040001
0084E2178P0723000493              351017  002800000000000001024800120014017700130000
0084E3001P0776000526              24 911  002100000000020001023300180007020300390002
0084E3002P0583000411              24 911  002400000000020004019100150011014300210000
0084E3003P0882000545              24 711  003400000000020001036800120014009400180002
0084E3004P0982000600              24 711  004600000000040002039200330015008900190000
0084E3005P0477000313              24 711  003000000000010000022400170012002000070002
0084E3006P0057000050              24 710  000800000000000000002300050002001100010000
0084E3007P0921000583              24 711  003600100000020004029700170015018500260000
0084E3008P0962000455              24 711  001800100000040001030700160011008100140002
0084E3009P1163000665              24 6 9  006000000200030002050700290005004700080002
0084E3010P1032000762              24 710  004100000000030003029900410018028900670001
0084E3011P0845000588              24 710  003500000000040003029700200017016700420003
0084E3012P1587001110              24 710  008000400000040003059200510027029600510002
0084E3013P0900000671              23 710  004000000000040004024100280019028900440002
0084E3014P1075000722              24 710  007000000000020004030100260019024700490004
0084E3015P1218000807              24 710  005900000000020003037700540015022300650009
0084E3016P2033001338              23 6 9  009800000000100001089600440026021900400004
0084E3017P1797001088              23 6 9  010200600000040004079500490017009100190001
0084E3018P0787000583              23 7 8  004900000000010001029100270018015700340005
0084E3019P0600000458              23 7 8  002300000000010000024900150013013500220000
0084E3020P0780000546              23 7 8  002300000000040001028500230019015400360001
0084E3021P1011000746              23 7 8  004100100000030002038300380023020600470002
0084E3022P0134000087              23 7 8  000700000000000000002500060005003600060002
0084E3023P0658000426              24 5 8  002100000000010003021600200011013300190002
0084E3024P0933000642              23 7 8  002500000000000004032800210017020000470000
0084E3025P1474000943              23 5 8  004400200000020004043000660024031700520002
0084E3026P0794000582              24 711  002300000000000004025400090018023000440000
0084E3027P1010000592              24 610  005200000000000000040000310007008100180003
0084E3028P0939000622              24 710  002800000000060002030400100016021100430002
0084E3029P2024001070              24 611  012700000000020003080200400006006800190003
0084E3030P1340000826              23 6 9  006600100100010001060800300008008100250004
0084E3031P1096000757              24 911  003700000000030002030100210022030700610003
0084E3032P0749000472              24 611  002400000000030004025100250013013100200001
0084E3033P0889000546              23 6 9  005900000000020001041500110007003500160000
0084E3034P1073000664              24 610  003300000000000004035200250015019700360002
0084E3035P0463000300              24 710  001700100000030001012000190010009800300001
0084E3036P0613000368              23 6 9  006600000000000001023300120002004300100001
0084E3037P1026000668              23 7 8  003300000000030001030600210022024100380003
0084E3038P0767000560              23 7 8  002400000000030003031000170017015000360000
0084E3039P0703000516              23 7 8  003100100000000001024400210016017100310000
0084E3040P0659000483              24 710  002400000100010002018700180015019000430002
0084E3041P0335000256              24 911  001100000000030002012500060008007900200002
0084E3042P1161000768              24 911  005200000000020004033400340019026900530001
0084E3043P0458000315              24 911  001600000000030001013600200008011800120001
0084E3044P0967000572              241211  004100000100000004036800240012009600250001
0084E3045P0811000566              24 7 8  001900000000020008029200350029014700300004
0084E3046P0416000280              13 812  002000000000000004018500060002005600070000
0084E3047P0878000608              24 911  002100200000020003028800230016021700320004
0084E3048P1361000839              24 611  003100100000070004050900520024016700380006
0084E3049P0788000575              23 710  002200000000010004023700170015022100560002
0084E3050P0742000460              24 710  003400000000020003023600300016010000380001
0084E3051P1270000811              23 6 9  010900500000060001052900450013007800220003
0084E3052P0992000697              24 7 8  004200100000060001031600500020020000590002
0084E3053P0822000608              23 7 8  002800100000020004028100130011021700490002
0084E3054P0912000516              23 510  002900100000030003027700280007014000260002
0084E3055P1341000798              23 6 9  006500500100010005056000350010009100220003
0084E3056P0742000459              24 911  002900100000040005019800250010016400200003
0084E3057P0848000597              24 911  004200000000040002026600240021020200330003
0084E3058P1175000773              24 911  004500000000050006035600330026025600450001
0084E3059P0728000452              23 6 9  004000400000000000032200180003005300110001
0084E3060P0748000420              23 6 9  003100000000010003031700170003003400130001
0084E3061P1135000819              23 7 8  004600400100030005041200310031022200620002
0084E3062P1339000861              24 911  006900000000040004037700320025030200450003
0084E3063P1058000591              24 611  006400100000010000045400150003004600040003
0084E3064P0717000469              24 911  003000200000010003021500240019015500190001
0084E3065P0810000536              24 710  004000100000000001024800200011017000450000
0084E3066P1075000766              24 911  002900000000000001036100370024025200590003
0084E3067P0611000400              241211  003800000000010003023100210008008400140000
0084E3068P0809000470              23 6 9  004200100000020000033700170003005400120002
0084E3069P0954000595              241211  003700200000020003030000370016016100330004
0084E3070P1116000781              23 710  004100300000030003033500360032026900560003
0084E3071P0581000323              23 6 9  002400200000000000019300150008006200190000
0084E3072P0960000582              24 611  004500000000000003045400210014003300090003
0084E3073P0947000520              24 610  005900000100020000039300200006002500110003
0084E3074P0437000298              24 710  001100000000000001010600100015013000220003
0084E3075P1038000684              23 6 9  004500000000010001059500150002001700060002
0084E3076P0429000325              23 7 8  002000000000010002016500210006008600200004
0084E3077P1337000763              23 6 9  004800100000030002055800300008008700240002
0084E3078P1017000700              23 7 8  003200000000040003027000290025028300540000
0084E3079P1027000666              24 7 8  003900100000050001033700240014019900450001
0084E3080P1215000644              241211  005600100000020003037800340012013300240001
0084E3081P1340000963              24 7 8  004700100000030009050500540027024600700001
0084E3082P0745000516              24 911  001900100000010000023100140015020400310000
0084E3083P1049000610              23 6 9  006900400000020001043800260002005700090002
0084E3084P0665000385              23 6 9  003100000000000000026700150006005400120000
0084E3085P1320000741              23 6 9  006500000100070003052600220015008400170001
0084E3086P0686000427              23 6 9  003800000000060000031400170007003500080002
0084E3087P0992000687              23 710  004200000000020001032000310019020800610003
0084E3088P0889000565              23 510  004400200000010003026200310021016600340001
0084E3089P0885000586              24 710  003300100000060004029100290024015900380001
0084E3090P1092000761              241211  004700000000030004033800540024023600530002
0084E3091P0602000412              23 710  002000100000030003021100170016010200390000
0084E3092P0499000304              24 610  002800000000000002023300070002002900030000
0084E3093P0838000519              241211  003900000000030001037300280005005100170002
0084E3094P0471000274              23 6 9  002100000000010000018900120010003100080002
0084E3095P0720000436              23 6 9  003600000000000000031600170006004200170002
0084E3096P0381000219              23 6 9  002400000000010000016200110003001500020001
0084E3097P0598000348              241211  002800000000030000019700160004007500240001
0084E3098P0786000480              13 612  001800000000010003024100250011014300380000
0084E3099P1438000904              24 7 8  006200200000020004044200380031027600450002
0084E3100P0426000219              23 6 9  001000000000010001017100040001002600050000
0084E3101P0912000639              23 7 8  003800000100050001031800350017018900320003
0084E3102P1185000764              24 710  005200500000040007036300610018020300510000
0084E3103P0471000296              241211  001700000000000004014100230013007500210002
0084E3104P0770000441              23 6 9  003600000000000000033400130004004800050001
0084E3105P0715000465              23 710  003500000000000004019400170013016100380003
0084E3106P0753000582              23 7 8  002800400000030000029800280015016800350003
0084E3107P0742000501              24 610  001700100000020003023300320017015200410003
0084E3108P1020000743              24 7 8  004200000000030003035100330020024300460002
0084E3109P0445000310              241211  001400000000010001012100160005012200300000
0084E3110P1347000845              24 710  005800000100040007039100550018024500650001
0084E3111P0903000556              23 6 9  005700100100020002038400200007005900190004
0084E3112P1105000779              13 812  006700300000030003034300270030025700460000
0084E3113P0770000399              23 6 9  001600200000040003029700230006003600110001
0084E3114P1057000630              23 6 9  005500000000040004040800250018009800150003
0084E3115P0484000310              24 610  003000200000000001021500110003004000080000
0084E3116P0989000681              24 5 8  005100200000010004032400310022020300430000
0084E3117P0912000535              23 6 9  005000000000000002037600240007005800180000
0084E3118P1104000713              23 510  005300200000020001032400310020024500310004
0084E3119P0835000487              24 6 9  006500100000020000034700220007003800030002
0084E3120P1999001337              24 710  007600200000020009060000590042046500800002
0084E3121P0819000589              24 911  005700100000020003017600170015027400410003
0084E3122P0951000665              24 7 8  005300200000020003031500260021021400280001
0084E3123P0989000671              24 911  004500300000010002032300240027020900340003
0084E3124P0645000368              23 6 9  003900100000020000027900080004002200110002
0084E3125P0791000543              23 6 9  008300000000040002034900110006007300150000
0084E3126P0835000534              24 5 8  002700000100020000030700300014012900230001
0084E3127P0648000461              24 911  003100000000020000016200150009020600360000
0084E3128P1171000753              24 710  007700000000010004044400310016014700300003
0084E3129P0476000326              24 710  002400000000000003018900190005007000140002
0084E3130P0809000616              23 7 8  004200000000010003028200130019021600390001
0084E3131P0933000639              24 5 8  003300300000030002030000320028019200410005
0084E3132P0697000473              23 7 8  002200000000040000023900170017013300410000
0084E3133P0771000510              24 710  004400000000030004033500290009006200220002
0084E3134P1189000818              13 812  005200300000010003038400200021029400370003
0084E3135P0824000510              23 510  003600000000020007026700110009015100250002
0084E3136P0489000374              24 711  000900000000010000016200050007017600140000
0084E3137P0761000516              23 7 8  003100200000020003023200190023016900340001
0084E3138P0654000437              13 812  001900000000020002017800200012015600460002
0084E3139P1329000899              24 5 8  006200100000030000044200540022024800650002
0084E3140P0917000638              14 5 8  002800000000020002034100320018017500380002
0084E3141P0885000648              23 7 8  003000000000030004030800360019020600390003
0084E3142P0870000589              23 510  004200000000000001028800350015016500410002
0084E3143P0652000511              24 710  003200000000050003023300180019017300280000
0084E3144P0834000619              24 7 8  002600100000010003030300350020017700520001
0084E3145P0747000568              23 7 8  003100000000020001031600210022014500300000
0084E3146P0949000669              24 911  004800000000020003027700290020023300540003
0084E3147P0725000500              24 911  003100000000000003020100230010020200290001
0084E3148P0776000535              24 710  003800100000030000023300310009019600220002
0084E3149P0945000656              24 710  003900200000030006031200320011020600430002
0084E3150P0552000303              23 6 9  002800000000020000020600140003004100090000
0084E3151P0899000628              13 812  002800000000010002027300190022023300490001
0084E3152P1520000963              23 510  006000400000020008043100640019029900710005
0084E3153P0833000531              23 510  003700000000010006023500320007017700320004
0084E3154P1096000735              24 510  005900400000020003036000300027019600510003
0084E3155P1189000891              24 7 8  004100100000010006042700300022029300680002
0084E3156P0922000584              24 611  005000000000020003042000220008006500120002
0084E3157P0793000539              24 710  003600100000010001023600270013017800430003
0084E3158P0037000023              13 6 9  000300000000000000000800000000001000020000
0084E3159P1113000694              24 7 8  004800000000000004039300220022017100310003
0084E3160P0800000488              23 6 9  003700000000000001033800240010006500130000
0084E3161P1085000827              23 7 8  004500200000030001037600490036025100620002
0084E3162P1083000790              24 5 8  003800000000050002042400250026022000450005
0084E3163P0779000550              24 711  003500400000040003028300210013015800290000
0084E3164P0897000619              23 710  002800100000030003027300270020020900520003
0084E3165P0974000647              23 7 8  004500000000020001026500290014023100580002
0084E3166P0786000557              23 7 8  004200000000020003026800290024014800410000
