0171I Following is a set of records pertinent to the Federal Primary held on Tuesday, June 26, 2012, originated at Suffolk County Board of Elections on July 3, 2012 at 1:06 PM
0064RUnited States Senator                   N   0 1051029866001
0044CLONG, WENDY              REP 005404 1A 
0064E3065P0354000017              24 710  00-1000000000500020011
0064E3066P0443000016              24 911  00-1000000000900010007
0064E3067P0194000006              241211  00-1000000000400010002
0064E3068P0143000004              23 6 9  0000000000000200010001
0064E3069P0340000014              241211  00-2000000000800030005
0064E3070P0519000007              23 710  00-3000000000400030003
0064E3071P0145000001              23 6 9  0000000000000000000001
0064E3072P0158000002              24 611  00-1000000000200010000
0064E3073P0142000000              24 610  0000000000000000000000
0064E3074P0195000009              24 710  0000000000000200040003
0064E3075P0125000000              23 6 9  0000000000000000000000
0064E3076P0176000008              23 7 8  0000000000000300020003
0064E3077P0253000003              23 6 9  00-1000000000200020000
0064E3078P0475000019              23 7 8  00-2000001000500040011
0064E3079P0314000009              24 7 8  00-2000000000500000006
0064E3080P0338000007              241211  00-4000000000300030005
0064E3081P0521000027              24 7 8  00-4000000002000040007
0064E3082P0335000016              24 911  0000000000000500030008
0064E3083P0173000002              23 6 9  00-1000000000000010002
0064E3084P0137000006              23 6 9  00-3000000000400010004
0064E3085P0226000009              23 6 9  00-1000000000400020004
0064E3086P0110000000              23 6 9  00-1000000000100000000
0064E3087P0413000011              23 710  00-3000000000400030007
0064E3088P0319000004              23 510  00-1000000000400010000
0064E3089P0307000005              24 710  00-1000000000200020002
0064E3090P0423000014              241211  00-3000000000800030006
0064E3091P0253000009              23 710  00-1000000000900000001
0064E3092P0083000000              24 610  00-2001000000100000000
0064E3093P0153000010              241211  00-1000000000800000003
0064E3094P0088000001              23 6 9  0000000000000100000000
0064E3095P0114000001              23 6 9  0000000000000000000001
0064E3096P0052000000              23 6 9  0000000000000000000000
0064E3097P0158000008              241211  0000000000000200050001
0064E3098P0290000008              13 612  00-1000000000400000005
0064E3099P0560000005              24 7 8  0000000000000200010002
0064E3100P0071000004              23 6 9  0000000000000100000003
0064E3101P0336000008              23 7 8  0000000000000200010005
0064E3102P0449000006              24 710  00-1000000000200010004
0064E3103P0164000003              241211  00-2000000000200010002
0064E3104P0115000003              23 6 9  0000000000000200000001
0064E3105P0350000006              23 710  00-5000000000500030003
0064E3106P0303000012              23 7 8  00-1000000000200020009
0064E3107P0288000009              24 610  0000000000000200000007
0064E3108P0391000018              24 7 8  00-3000000001100050005
0064E3109P0205000002              241211  0000000000000100000001
0064E3110P0550000017              24 710  00-3000000001000040006
0064E3111P0167000002              23 6 9  0000000000000200000000
0064E3112P0442000033              13 812  00-2001000001800040012
0064E3113P0111000001              23 6 9  00-1000000000000010001
0064E3114P0247000004              23 6 9  00-2000000000200020002
0064E3115P0106000005              24 610  00-1000000000400000002
0064E3116P0384000006              24 5 8  00-1000000000400020001
0064E3117P0141000008              23 6 9  00-1000000000500010003
0064E3118P0415000009              23 510  00-1000000000400010005
0064E3119P0123000004              24 6 9  0000000000000300000001
0064E3120P0807000021              24 710  00-3000000001100060007
0064E3121P0418000018              24 911  00-1000000000500020012
0064E3122P0410000013              24 7 8  00-1000000000800010005
0064E3123P0370000012              24 911  00-1001000000600030003
0064E3124P0081000002              23 6 9  0000000000000000000002
0064E3125P0152000005              23 6 9  00-2000000000400000003
0064E3126P0265000006              24 5 8  00-1000000000200020003
0064E3127P0320000020              24 911  0000000000000600000014
0064E3128P0281000009              24 710  0000000000000500020002
0064E3129P0166000006              24 710  0000000000000400010001
0064E3130P0381000015              23 7 8  00-1000000000500030008
0064E3131P0346000016              24 5 8  00-2000000001100030004
0064E3132P0288000010              23 7 8  0000000000000200050003
0064E3133P0130000007              24 710  0000000000000300030001
0064E3134P0428000030              13 812  00-1000000001200050014
0064E3135P0261000013              23 510  00-4000000000700040006
0064E3136P0244000015              24 711  0000000000000700030005
0064E3137P0300000003              23 7 8  00-1000000000100000003
0064E3138P0287000007              13 812  00-1000000000300010004
0064E3139P0520000016              24 5 8  00-4000000001300020005
0064E3140P0351000018              14 5 8  0000000000000300080007
0064E3141P0403000007              23 7 8  00-1000000000400010003
0064E3142P0356000003              23 510  00-1000000000200000002
0064E3143P0278000004              24 710  00-4000000000100030004
0064E3144P0330000010              24 7 8  00-1000000000300010007
0064E3145P0266000009              23 7 8  00-2000000000400030004
0064E3146P0398000010              24 911  0000000000000600010003
0064E3147P0334000009              24 911  00-3000000000700010004
0064E3148P0298000011              24 710  0000000000000700000004
0064E3149P0415000013              24 710  00-3000000000400040008
0064E3150P0097000002              23 6 9  00-1000000000100020000
0064E3151P0390000024              13 812  00-5000000001600060007
0064E3152P0596000012              23 510  00-4002000000700020005
0064E3153P0328000009              23 510  00-1000000000700010002
0064E3154P0391000005              24 510  00-1000000000300020001
0064E3155P0475000022              24 7 8  00-4000000000800020016
0064E3156P0152000006              24 611  0000000000000100010004
0064E3157P0354000007              24 710  00-1000000000300010004
0064E3158P0011000000              13 6 9  0000000000000000000000
0064E3159P0375000017              24 7 8  00-2000000001200010006
0064E3160P0159000004              23 6 9  0000000000000100020001
0064E3161P0470000007              23 7 8  00-1000000000300020003
0064E3162P0380000010              24 5 8  0000000000000600010003
0064E3163P0273000011              24 711  0000000000000600000005
0064E3164P0394000006              23 710  00-1000000000300010003
0064E3165P0437000013              23 7 8  00-2000000000800000007
0064E3166P0287000009              23 7 8  00-3000000000500040003
0064E3167P0256000006              241211  0000000000000200000004
0064E3168P0187000004              23 6 9  0000000000000300010000
0064E3169P0227000007              24 611  0000000000000400010002
0064E3170P0076000001              241211  0000000000000000000001
0064E3171P0172000007              241211  00-2000000000600020001
0064E3172P0560000018              24 5 8  0000000000000900030006
0064E3173P0343000007              24 5 8  00-1000000000100030004
0064E3174P0041000000              241211  0000000000000000000000
0064E3175P0154000004              24 610  0000000000000300000001
0064E3176P0106000002              23 6 9  0000000000000100010000
0064E3177P0430000028              13 812  0000000000001000090009
0064E3178P0293000005              23 810  00-1001000000400010000
0064E3179P0246000007              13 5 8  00-2000000000500000004
0064E3180P0480000004              24 5 8  00-3000000000000020005
0064E3181P0140000002              23 6 9  0000000000000100010000
0064E3182P0192000003              24 710  00-4000000000400010002
0064E3183P0107000001              24 711  0000000000000100000000
0064E3184P0319000012              24 911  00-2000000000900010004
0064E3185P0009000000              23 7 9  0000000000000000000000
0064E3186P0238000009              24 911  00-2000000000600010004
0064E3187P0214000003              23 510  00-1000000000300010000
0064E3188P0036000002              23 610  0000000000000200000000
0064E3189P0094000000              24 6 9  0000000000000000000000
0064E3190P0033000000              241211  0000000000000000000000
0064E3191P0000000000              13 810  0000000000000000000000
0064E3192P0433000006              24 710  00-4000000000500010004
0064E3193P0132000002              24 611  0000000000000100000001
0064E3194P0107000004              23 6 9  00-1000000000200030000
0064E3195P0266000021              24 911  00-1000000001100040007
0064E3196P0103000003              24 611  00-1000000000400000000
0064E3197P0225000017              23 710  0000000000000900040004
0064E3198P0289000006              24 710  0000000000000300010002
0064E3199P0064000001              23 6 9  0000000000000000000001
0064E3200P0088000004              23 6 9  00-1000000000200000003
0064E3201P0244000009              24 7 8  0000000000000200010006
0064E3202P0293000003              23 510  0000000000000100020000
0064E3203P0242000005              23 710  0000000000000200010002
0064E3204P0074000008              241211  0002000000000300000003
0064E3205P0085000002              23 6 9  0000000000000200000000
0064E3206P0107000003              23 6 9  0000000000000200000001
0064E3207P0087000000              24 6 9  0000000000000000000000
0064E3208P0299000012              24 911  0000000000000900010002
0064E3209P0258000002              24 5 8  00-4000000000300020001
0064E3210P0259000003              24 710  0000000000000000000003
0064E3211P0311000005              24 710  00-1000000000300000003
0064E3212P0365000013              241211  00-1000000000300020009
0064E3213P0369000013              24 7 8  00-1000000000700060001
0064E3214P0339000011              24 710  00-1001000000700020002
0064E3215P0040000001              23 710  0000000000000100000000
0064E3216P0900000016              24 5 8  00-1000000000400030010
0064E3217P0060000003              24 6 9  0000000000000000010002
0064E3218P0017000000              23 510  0000000000000000000000
0064E3219P0000000000              23 612  0000000000000000000000
0064E3220P0000000000              23 5 9  0000000000000000000000
0064E3221P0031000000              23 810  0000000000000000000000
0064E3222P0287000006              23 510  00-2000000000600010001
0064E3223P0268000005              24 5 8  00-6000000000600020003
0064E3224P0120000001              23 812  0000000000000000000001
0064E3225P0000000000              23 612  0000000000000000000000
0064E3226P0000000000              23 812  0000000000000000000000
0064E4001P0301000016              24 914  00-1000000000700020008
0064E4002P0144000011              24 914  00-2000000000500020006
0064E4003P0359000017              24 914  0000000000000800020007
0064E4004P0238000007              241216  0000000000000200020003
0064E4005P0290000006              241114  00-1000000000400000003
0064E4006P0205000007              241114  0000000000000300030001
0064E4007P0223000004              281115  0000000000000200010001
0064E4008P0404000015              281115  00-1000000000700000009
0064E4009P0249000006              281115  0000000000000500000001
0064E4010P0205000003              281015  0000000000000000010002
0064E4011P0320000009              24 914  00-3001000000300050003
0064E4012P0164000006              281115  0000000000000500000001
0064E4013P0408000008              241114  00-3000000000400040003
0064E4014P0096000002              241115  00-3000000000300010001
0064E4015P0278000011              24 914  0000000000000100060004
0064E4016P0353000006              241114  00-1000000000600000001
0064E4017P0203000012              281115  0000000000000400030005
0064E4018P0094000002              281115  00-1000000000100010001
0064E4019P0135000004              281114  0000000000000200020000
0064E4020P0401000007              24 914  00-1000000000000030005
0064E4021P0285000012              24 914  0000000000000500000007
0064E4022P0371000013              24 916  0000000000000700010005
0064E4023P0405000024              24 914  00-1000000001600030006
0064E4024P0410000019              241114  00-1000000000900050006
0064E4025P0134000000              281115  0000000000000000000000
0064E4026P0212000011              281115  0000000000000500020004
0064E4027P0178000002              24 914  00-3000000000200010002
0064E4028P0458000013              281115  00-2000000000900020004
0064E4029P0262000008              241217  0000000000000500000003
0064E4030P0225000009              281115  0000000000000200010006
0064E4031P0175000006              281115  00-3000000000400010004
0064E4032P0280000004              24 914  00-3000000000100030003
0064E4033P0326000010              24 914  00-1000000000300050003
0064E4034P0127000002              281115  00-2000000000200000002
0064E4035P0357000007              281115  0000000000000500010001
0064E4036P0217000008              24 917  0000000000000400020002
0064E4037P0343000006              281114  00-1000000000300010003
0064E4038P0082000003              24 917  0000000000000100020000
0064E4039P0081000002              281114  0000000000000100000001
0064E4040P0076000000              281115  0000000000000000000000
0064E4041P0269000004              24 914  0000000000000300000001
0064E4042P0095000002              281115  00-1000000000200010000
0064E4043P0294000003              24 914  00-2000000000100000004
0064E4044P0224000002              281115  0000000000000000010001
0064E4045P0164000007              241116  00-1000000000600000002
0064E4046P0255000006              241216  00-1000000000200010004
0064E4047P0225000005              241217  00-1000000000300000003
0064E4048P0300000006              281015  00-1000000000400010002
0064E4049P0256000010              24 914  00-1000000000500000006
0064E4050P0272000011              281114  00-2000000000300020008
0064E4051P0385000004              241114  00-2000000000300010002
0064E4052P0290000013              24 914  0000000000000500000008
0064E4053P0277000016              281115  00-1000000000400030010
0064E4054P0327000009              281114  00-1000000000400010005
0064E4055P0304000013              241216  00-4000000000700030007
0064E4056P0057000000              241115  0000000000000000000000
0064E4057P0267000009              241117  00-1000000000100000009
0064E4058P0259000005              281115  0000000000000300010001
0064E4059P0197000008              281114  0000000000000100010006
0064E4060P0203000002              241116  00-2000000000200010001
0064E4061P0246000008              24 914  00-1000000000700000002
0064E4062P0381000013              281114  00-4000000000600020009
0064E4063P0319000010              281115  00-1000000000400040003
0064E4064P0342000010              241114  0000000000000500020003
0064E4065P0222000002              281115  00-9000000000300010007
0064E4066P0297000010              281115  00-1000000000400020005
0064E4067P0132000005              241217  00-1000000000100010004
0064E4068P0350000021              241216  0000000000001200020007
0064E4069P0338000008              281015  00-1000000000400010004
0064E4070P0223000008              281115  00-1001000000300020003
0064E4071P0264000018              241114  00-1000000000900060004
0064E4072P0069000002              281115  0000000000000100010000
0064E4073P0136000005              241217  0000000000000200000003
0064E4074P0062000001              241115  0000000000000100000000
0064E4075P0360000009              281114  00-3000000000600020004
0064E4076P0347000007              24 917  00-2000000000600010002
0064E4077P0310000003              24 914  00-1000000000000030001
0064E4078P0183000001              281114  00-1000000000000000002
0064E4079P0193000004              241217  0000000000000200000002
0064E4080P0257000012              24 916  0000000000000600000006
0064E4081P0193000006              241217  00-1000000000400020001
0064E4082P0167000002              281115  0000000000000100000001
0064E4083P0136000000              281114  0000000000000000000000
0064E4084P0150000005              241216  0000000000000100020002
0064E4085P0326000007              241217  00-1000000000700000001
0064E4086P0054000000              241217  0000000000000000000000
0064E4087P0259000004              24 914  00-1000000000300010001
0064E4088P0164000005              24 914  0000000000000200000003
0064E4089P0401000010              241114  00-1000000000500020004
0064E4090P0110000001              241115  0000000000000100000000
0064E4091P0146000003              241114  00-2000000000400000001
0064E4092P0072000003              281115  0000000000000100020000
0064E4093P0228000010              24 914  0000000000000200020006
0064E4094P0225000004              24 914  00-5000000000300000006
0064E4095P0327000016              241217  00-2000000000400020012
0064E4096P0298000009              241114  0000001000000300030002
0064E4097P0316000012              241216  00-2001000000200010010
0064E4098P0272000008              241217  00-1000000000400000005
0064E4099P0255000010              241216  0000000000000100020007
0064E4100P0218000003              241216  0000000000000200000001
0064E4101P0428000010              241114  00-2000000000500020005
0064E4102P0382000020              24 914  00-1000000000300030015
0064E4103P0213000003              24 917  00-2000000000300000002
0064E4104P0438000015              281114  00-2000000000700050005
0064E4105P0360000012              24 914  00-7000000000500070007
0064E4106P0464000012              241117  00-1000000000400010008
0064E4107P0322000009              24 914  00-3000000000200040006
0064E4108P0122000002              241216  0000000000000100000001
0064E4109P0236000012              281115  00-1000000000300040006
0064E4110P0343000012              281114  0001000000000300020006
0064E4111P0213000013              241114  0000000000000400050004
0064E4112P0258000008              241217  00-1000000000400020003
0064E4113P0192000007              281115  0000000000000400010002
0064E4114P0341000021              281115  0000000000000800100003
0064E4115P0054000000              281115  0000000000000000000000
0064E4116P0149000002              241116  0000000000000000010001
0064E4117P0179000012              281115  00-2000000000900020003
0064E4118P0233000008              241216  0000000000000500000003
0064E4119P0227000011              241114  00-1000000000400000008
0064E4120P0203000006              241217  0000000000000100010004
0064E4121P0236000008              24 914  0000000000000000050003
0064E4122P0250000012              281115  00-2000000000500040005
0064E4123P0338000012              24 917  00-2000000000600020006
0064E4124P0074000003              24 915  0000000000000200000001
0064E4125P0152000007              241116  0000000000000000030004
0064E4126P0205000008              241217  0000000000000500020001
0064E4127P0259000006              24 917  0000000000000100000005
0064E4128P0347000002              24 917  0000000000000100000001
0064E4129P0087000002              281115  0000000000000200000000
0064E4130P0137000005              24 914  0000000000000200010002
0064E4131P0165000006              24 914  00-1000000000400000003
0064E4132P0166000003              241217  00-1000000000100010002
0064E4133P0223000008              24 914  0000000000000100030004
0064E4134P0109000002              281115  00-1000000000200010000
0064E4135P0089000000              241115  0000000000000000000000
0064E4136P0150000001              241216  0000000000000000000001
0064E4137P0031000000              241117  00-1000000000100000000
0064E4138P0064000004              241217  0000000000000200000002
0064E4139P0052000000              241115  00-1000000000000010000
0064E4140P0058000002              281115  0000000000000200000000
0064E4141P0027000000              241115  0000000000000000000000
0064E4142P0243000007              24 914  0000000000000400000003
0064E4143P0216000003              241114  0000000000000100010001
0064E4144P0114000001              281115  0000000000000000000001
0064E4145P0045000001              241115  0000000000000000010000
0064E4146P0160000005              281115  0000000000000000010004
0064E4147P0069000003              241115  00-1000000000200000002
0064E4148P0180000011              241216  00-2000000000400030006
0064E4149P0174000003              241216  00-1000000000300000001
0064E4150P0006000000              24 914  0000000000000000000000
0064E4151P0139000005              241217  0000000000000100020002
0064E4152P0014000000              24 914  0000000000000000000000
0064E4153P0058000000              281115  0000000000000000000000
0064E4154P0046000000              281115  0000000000000000000000
0064E5001P0322000021              12 813  0000000000000900070005
0064E5002P0590000038              12 813  0002000000001600110009
0064E5003P0266000017              32 813  00-1000000000600090003
0064E5004P0264000012              32 813  0000000000000500030004
0064E5005P0419000009              12 812  00-2001000000400030003
0064E5006P0369000026              12 812  00-2000000001700030008
0064E5007P0250000008              32 813  00-6000000001000010003
0064E5008P0355000018              12 813  0000001000001200030002
0064E5009P0465000024              12 813  00-2000000001000060010
0064E5010P0383000019              12 813  00-1000000000700040009
0064E5011P0526000023              12 812  00-1000000001100050008
0064E5012P0345000012              32 813  00-1000000001200000001
0064E5013P0644000036              12 812  0002000000001900080007
0064E5014P0313000015              32 812  00-1000000000700020007
0064E5015P0487000023              12 813  00-2000000001300050007
0064E5016P0302000015              12 812  0000000000000200070006
0064E5017P0283000012              12 812  0000000000000500000007
0064E5018P0219000007              32 813  0000000000000300010003
0064E5019P0216000012              12 813  00-1000000000300030007
0064E5020P0415000032              12 813  00-2001000001700050011
0064E5021P0440000029              12 812  0002000000001100080008
0064E5022P0461000031              32 812  00-2000000002100060006
0064E5023P0260000005              32 813  00-3000000000300040001
0064E5024P0259000010              32 813  0000000000000600000004
0064E5025P0195000009              12 812  0000000000000000040005
0064E5026P0586000029              12 813  00-4001000001300140005
0064E5027P0323000020              12 813  00-1000000000700030011
0064E5028P0343000019              12 812  0002001000000600000010
0064E5029P0478000025              12 813  00-1002000000900040011
0064E5030P0225000007              32 812  00-1000000000100060001
0064E5031P0351000006              32 813  0000000000000100010004
0064E5032P0150000011              32 813  0000000000000300060002
0064E5033P0476000028              12 813  00-1001000001700090002
0064E5034P0283000010              12 812  00-2000000000400040004
0064E5035P0370000013              32 813  00-3000000001200030001
0064E5036P0396000009              12 812  00-1000000000300030004
0064E5037P0385000019              12 812  0001000000001100040003
0064E5038P0582000024              32 813  00-3001000001200080006
0064E5039P0355000011              12 812  00-1000000000300040005
0064E5040P0360000021              12 813  0002000000000800070004
0064E5041P0144000007              32 813  0000000000000300020002
0064E5042P0287000007              32 812  0000000000000100020004
0064E5043P0234000011              32 813  0000000000000500010005
0064E5044P0267000012              12 813  00-2000000000600050003
0064E5045P0380000023              12 812  00-1000000001300060005
0064E5046P0191000002              32 812  00-2000000000200010001
0064E5047P0286000009              32 813  00-1000000000500030002
0064E5048P0202000005              32 812  00-3000000000200030003
0064E5049P0246000014              12 812  0000000000000300050006
0064E5050P0283000014              12 813  0000000000000400030007
0064E5051P0282000019              12 812  0002001000000800030005
0064E5052P0279000008              12 813  00-1001000000300010004
0064E5053P0393000033              12 812  0002000000001700060008
0064E5054P0573000012              32 813  00-2000000000200040008
0064E5055P0371000022              12 812  00-1002000000900020010
0064E5056P0601000060              12 813  0001001000003000100018
0064E5057P0387000014              32 813  00-1000000000500040006
0064E5058P0256000023              12 812  0000000000000900100004
0064E5059P0379000018              12 812  0001000000000900050003
0064E5060P0579000025              12 813  00-1000000000900050012
0064E5061P0328000023              12 813  00-1000000000800100006
0064E5062P0189000016              32 812  00-1000000000700020008
0064E5063P0250000025              12 813  0000000000000700050013
0064E5064P0523000018              32 813  0000000000000800030007
0064E5065P0378000013              12 812  0001000000000300040005
0064E5066P0182000012              32 812  00-2001000000700020004
0064E5067P0372000016              12 812  00-1000000000400050008
0064E5068P0203000010              12 813  00-2001000000700010003
0064E5069P0300000014              12 812  00-1000000000800020005
0064E5070P0393000018              12 813  0000000000000800050005
0064E5071P0171000010              32 813  0000000000000500000005
0064E5072P0393000040              12 813  0002000000000500170016
0064E5073P0218000013              12 812  00-2000000000500020008
0064E5074P0293000013              12 813  0000000000000300050005
0064E5075P0321000010              32 813  0000000000000200020006
0064E5076P0451000034              12 812  00-4000000002000090009
0064E5077P0255000010              12 813  0000000000000300000007
0064E5078P0366000027              12 812  00-4000000001900050007
0064E5079P0535000081              12 813  00-3000000003200200032
0064E5080P0302000020              12 812  0002001000000700050005
0064E5081P0384000014              12 812  00-1000000000500040006
0064E5082P0333000028              12 813  00-4000000001100070014
0064E5083P0266000012              12 813  0000000000000500040003
0064E5084P0350000012              12 813  0001000000000500050001
0064E5085P0349000015              32 813  00-2000000000600070004
0064E5086P0250000006              12 812  00-3000000000400030002
0064E5087P0220000009              32 812  00-1000000000400040002
0064E5088P0203000005              32 813  00-1000000000300010002
0064E5089P0224000005              32 813  00-1000000000100020003
0064E5090P0160000007              32 812  0000000000000200030002
0064E5091P0283000007              12 812  0000000000000200030002
0064E5092P0325000020              12 812  00-1000000000800080005
0064E6001P0237000018              11 1 2  00-1000000000800020009
0064E6002P0191000016              11 1 2  00-4000000000600060008
0064E6003P0251000011              11 1 2  0000000000000500030003
0064E6004P0423000038              11 1 2  00-2000000002000060014
0064E6005P0250000010              11 1 2  0001000000000400030002
0064E6006P0196000009              11 1 2  0000000000000300010005
0064E6007P0220000011              11 1 2  0000000000000800000003
0064E6008P0324000019              11 1 2  00-5000000000500070012
0064E6009P0424000051              11 1 2  00-4000000003300060016
0064E6010P0194000011              11 1 2  0002000000000500000004
0064E6011P0560000020              11 1 2  0000001000001200040003
0064E6012P0335000014              11 1 2  0000000000000900030002
0064E6013P0226000008              11 1 2  00-1000000000300000006
0064E6014P0222000025              11 1 2  0000000000001100030011
0064E6015P0303000015              11 1 2  00-4003000000200080006
0064E6016P0410000018              11 1 2  00-4000000001000080004
0064E6017P0266000019              11 1 2  0000000000001000030006
0064E6018P0385000027              11 1 2  00-1000000001500020011
0064E6019P0133000005              11 1 2  00-2000000000300030001
0064E6020P0359000029              11 1 2  00-3000000001300040015
0064E6021P0111000002              11 1 2  0000000000000000000002
0064E6022P0233000027              11 1 2  00-1000000001300050010
0064E6023P0651000028              11 1 2  0-14001000002200090010
0064E6024P0293000018              11 1 2  00-2000000001200040004
0064E6025P0397000024              11 1 2  00-5000000001500020012
0064E6026P0393000015              11 1 2  0000000000000700040004
0064E6027P0532000031              11 1 2  0001000000001400020014
0064E6028P0346000025              11 1 2  00-1000000001300030010
0064E6029P0319000019              11 1 2  0000000000001400030002
0064E6030P0228000011              11 1 2  00-2000000000400020007
0064E6031P0271000017              11 1 2  00-2000000000800060005
0064E6032P0358000027              11 1 2  0000000000000800080011
0064E6033P0262000012              11 1 2  00-2000000000700010006
0064E6034P0297000030              11 1 2  0001000001001400050009
0064E6035P0366000019              11 1 2  00-1000000000800070005
0064E6036P0312000028              11 1 2  00-2000000001100080011
0064E6037P0330000025              11 1 2  0002000000001400020007
0064E6038P0214000013              11 1 2  00-1000000000700030004
0064E6039P0246000013              11 1 2  00-1000000000800010005
0064E6040P0243000015              11 1 2  00-2000000001000030004
0064E6041P0154000011              11 1 2  00-2000000000600000007
0064E6042P0249000018              11 1 2  0000000000001200010005
0064E7001P0138000007              11 1 2  00-3000000000200000008
0064E7002P0151000004              11 1 2  00-1000000000300010001
0064E7003P0199000015              11 1 2  00-2000000001100020004
0064E7004P0260000018              11 1 2  0002000000000900020005
0064E7005P0156000007              11 1 2  0001000000000400000002
0064E7006P0138000010              11 1 2  00-2000000000800010003
0064E7007P0108000010              11 1 2  0000000000000600010003
0064E7008P0300000015              11 1 2  00-4000000000900020008
0064E7009P0218000019              11 1 2  0001000001000500040008
0064E7010P0382000031              11 1 2  0000000000002100020008
0064E7011P0331000021              11 1 2  0001000000000700040009
0064E7012P0240000018              11 1 2  0001002000000400050006
0064E7013P0149000009              11 1 2  0001000000000100010006
0064E7014P0207000006              11 1 2  00-1000001000300010002
0064E7015P0198000008              11 1 2  0001000000000300010003
0064E7016P0259000015              11 1 2  0001000000000600000008
0064E7017P0250000010              11 1 2  00-4000000001000010003
0064E7018P0229000012              11 1 2  00-3000000000800010006
0064E7019P0220000020              11 1 2  0001000000001100020006
0064E8001P0071000004              11 2 1  0000000000000200010001
0064E8002P0247000029              11 2 1  0002000000001800020007
0064E8003P0235000026              11 2 1  00-3001000001500080005
0064E8004P0264000032              11 2 1  0000000000001600060010
0064E8005P0112000007              11 2 1  00-2000000000500040000
0064E8006P0175000014              11 2 1  0001000000000500020006
0064E8007P0276000021              11 2 1  0-13000000001600040014
0064E8008P0431000024              11 2 1  00-2000001000900040012
0064E8009P0579000055              11 2 1  00-3000000003100100017
0064E8010P0288000018              11 2 1  0001001000000800010007
0064E8011P0345000031              11 2 1  00-4001000001700060011
0064E8012P0451000033              11 2 1  0003000000001400030013
0064E8013P0547000028              11 2 1  00-1000000001300070009
0064E8014P0321000026              11 2 1  00-3000000001200050012
0064E8015P0389000026              11 2 1  00-2000000001500030010
0064E8016P0234000020              11 2 1  00-1000000000800040009
0064E8017P0377000048              11 2 1  00-4001000002500070019
0064E8018P0511000024              11 2 1  0000000000001200020010
0064E8019P0499000063              11 2 1  00-5002003002700070029
0064E9001P0402000033              11 2 1  0000000000001700040012
0064E9002P0133000008              11 2 1  0000000000000500000003
0064E9003P0079000006              11 2 1  0000000000000200010003
0064E9004P0460000020              11 2 1  00-1000000001200040005
0064E9005P0149000013              11 2 1  00-1000000000400070003
0064E9006P0085000005              11 2 1  0000000000000400000001
0064E9007P0502000023              11 2 1  00-1000000000800060010
0064E9008P0313000021              11 2 1  00-2000000001000020011
0064E9009P0235000014              11 2 1  00-1000000000700040004
0064E9010P0102000013              11 2 1  0001000000000600010005
0064E9011P0437000064              11 2 1  00-6000000003100090030
0064E9012P0593000074              11 2 1  00-9002000003000180033
0064E9013P0378000017              11 2 1  00-3001000000800050006
0064E9014P0537000027              11 2 1  00-1000000001700040007
0064E9015P0051000002              11 2 1  0000000000000200000000
0064E9016P0338000026              11 2 1  0001000000001400020009
0064E9017P0649000029              11 2 1  00-2002000001500070007
0064E9018P0175000009              11 2 1  00-4000000000500050003
0064E9019P0522000044              11 2 1  00-2000000001700120017
0064E9020P0674000032              11 2 1  0000000000001500090008
0064E9021P0265000016              11 2 1  0001000000000500020008
0064E9022P0385000015              11 2 1  00-4000000000700020010
0064RRepresentative in Congress, 1st CongressC   1 0472015479601
0044CALTSCHULER, RANDY        REP 006692 2A 
0044CDEMOS, GEORGE G          REP 000978 2B 
0060E0001P0194000011              11 1 1  000100000000090001
0060E0002P0196000014              11 1 1  00-100000000060009
0060E0003P0172000023              11 1 1  000300100000140005
0060E0004P0212000014              11 1 1  00-300000000120005
0060E1001P0380000029              12 4 5 100-200100000300000
0060E1002P0408000030              12 4 5 100-700000000350002
0060E1003P0327000010              12 4 5 1000000000000100000
0060E1004P0210000010              12 4 5 1000000000000090001
0060E1005P0387000023              11 4 5 100-200200000210002
0060E1006P0552000031              11 4 5 100-100000000280004
0060E1007P0235000012              11 4 5 1000000000000100002
0060E1008P0316000013              11 2 6 2000000000000120001
0060E1009P0606000039              11 2 1 6000000000000300009
0060E1010P0564000016              11 3 3 400-200000100150002
0060E1011P0559000016              13 3 7 5000000000000120004
0060E1012P0359000018              12 512 3000200000000090007
0060E1013P0252000012              13 5 4 5000000000000100002
0060E1014P0337000021              13 7 7 5000000000000200001
0060E1015P0287000008              13 7 7 5000100000000070000
0060E1016P0291000009              13 7 7 500-100000000100000
0060E1017P0192000016              13 7 7 5000100000000140001
0060E1018P0044000001              13 7 7 5000000000000010000
0060E1019P0272000000              13 7 7 500-100000000010000
0060E1020P0241000016              13 7 7 500-200100000140003
0060E1021P0043000001              13 7 7 500-100000000020000
0060E1022P0204000011              13 7 7 500-100000000110001
0060E1023P0155000006              13 7 7 500-300000000090000
0060E1024P0141000004              13 7 7 5000000000000030001
0060E1025P0346000010              13 7 7 500-100000000110000
0060E1026P0082000003              13 3 3 4000000000000020001
0060E1027P0164000010              13 3 3 4000000000000090001
0060E1028P0405000014              13 3 3 400-200000000130003
0060E1029P0471000049              11 1 3 600-500000000430011
0060E1030P0282000026              11 1 1 600-800200000270005
0060E1031P0411000019              11 1 2 600-200000000190002
0060E1032P0165000003              11 1 1 6000100000000020000
0060E1033P0383000021              11 4 6 200-200000000220001
0060E1034P0481000020              13 5 7 500-100000000190002
0060E1035P0518000016              11 2 6 200-100100000130003
0060E1036P0356000020              12 4 4 3000000000000190001
0060E1037P0332000019              11 2 6 2000100000000170001
0060E1038P0344000009              13 3 3 6000000000000070002
