Contest,Candidate Issue,Party,District Name,Affidavit Votes,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"City of Plattsburgh Ward 5 2 ",0,10,0,4,14,1.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"City of Plattsburgh Ward 6 1 ",0,5,0,6,11,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"City of Plattsburgh Ward 6 2 ",0,5,0,7,12,3.66
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Altona 1 ",0,7,0,4,11,2.65
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of AuSable 1 ",0,3,0,7,10,4.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of AuSable 2 ",0,5,0,4,9,3.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Beekmantown 1 ",0,6,0,5,11,3.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Beekmantown 2 ",0,5,0,1,6,1.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Beekmantown 3 ",0,4,0,3,7,0.94
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Beekmantown 4 ",0,7,0,1,8,2.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Black Brook 1 ",0,3,0,1,4,1.49
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Black Brook 2 ",0,1,0,1,2,2.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Champlain 1 ",0,6,0,2,8,2.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Champlain 2 ",0,12,0,4,16,3.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Champlain 3 ",0,5,0,6,11,2.47
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Chazy 1 ",0,6,0,4,10,1.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Chazy 2 ",0,11,0,1,12,2.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Clinton 1 ",0,3,0,0,3,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Dannemora 1 ",0,0,0,2,2,2.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Dannemora 2 ",0,2,0,1,3,2.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Dannemora 3 ",0,2,0,5,7,3.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Ellenburg 1 ",0,4,0,5,9,2.54
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Mooers 1 ",0,5,0,7,12,3.58
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Mooers 2 ",0,0,0,2,2,1.43
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Peru 1 ",0,4,0,3,7,1.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Peru 2 ",0,9,0,9,18,3.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Peru 3 ",0,6,0,3,9,4.52
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Peru 4 ",0,3,0,5,8,1.49
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 1 ",0,10,0,2,12,3.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 2 ",0,5,0,1,6,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 3 ",0,5,0,3,8,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 4 ",0,3,0,4,7,1.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 5 ",0,3,0,5,8,2.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 6 ",0,8,0,9,17,1.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Plattsburgh 7 ",0,4,0,1,5,1.44
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Saranac 1 ",0,7,0,4,11,2.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Saranac 2 ",0,2,0,3,5,2.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Saranac 3 ",0,0,0,7,7,3.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Schuyler Falls 1 ",0,4,0,1,5,3.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Schuyler Falls 2 ",0,11,0,2,13,2.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Sarah M. Tucci (F),DM1,"Town of Schuyler Falls 3 ",0,9,0,5,14,3.77
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 1 1 ",0,3,0,0,3,1.69
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 1 2 ",0,9,0,4,13,1.05
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 1 3 ",0,1,0,0,1,2.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 2 1 ",0,1,0,3,4,1.03
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 2 2 ",0,4,0,4,8,3.27
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 3 1 ",0,4,0,4,8,1.46
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 3 2 ",0,5,0,6,11,1.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 4 1 ",0,4,0,1,5,0.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 4 2 ",0,5,0,4,9,1.13
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 5 1 ",0,5,0,1,6,1.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 5 2 ",0,5,0,1,6,0.75
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 6 1 ",0,1,0,3,4,0.59
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"City of Plattsburgh Ward 6 2 ",0,2,0,2,4,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Altona 1 ",0,5,0,3,8,1.93
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of AuSable 1 ",0,3,0,3,6,2.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of AuSable 2 ",0,3,0,1,4,1.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Beekmantown 1 ",0,6,0,2,8,2.21
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Beekmantown 2 ",0,4,0,2,6,1.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Beekmantown 3 ",0,4,0,1,5,0.67
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Beekmantown 4 ",0,2,0,0,2,0.52
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Black Brook 1 ",0,1,0,1,2,0.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Black Brook 2 ",0,1,0,2,3,3.13
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Champlain 1 ",0,2,0,4,6,1.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Champlain 2 ",0,5,0,2,7,1.32
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Champlain 3 ",0,5,0,2,7,1.57
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Chazy 1 ",0,2,0,0,2,0.39
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Chazy 2 ",0,3,0,2,5,1.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Clinton 1 ",0,5,0,2,7,6.67
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Dannemora 2 ",0,1,0,0,1,0.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Dannemora 3 ",0,0,0,2,2,1.09
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Ellenburg 1 ",0,6,0,2,8,2.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Mooers 1 ",0,7,0,4,11,3.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Mooers 2 ",0,1,0,1,2,1.43
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Peru 1 ",0,3,0,2,5,1.34
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Peru 2 ",0,2,0,3,5,0.92
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Peru 3 ",0,3,0,1,4,2.01
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Peru 4 ",0,1,0,3,4,0.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 1 ",0,8,0,3,11,2.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 2 ",0,7,0,1,8,1.66
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 3 ",0,4,0,5,9,1.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 4 ",0,5,0,3,8,1.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 5 ",0,4,0,3,7,2.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 6 ",0,3,0,4,7,0.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Plattsburgh 7 ",0,3,0,1,4,1.15
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Saranac 1 ",0,3,0,0,3,0.68
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Saranac 2 ",0,2,0,1,3,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Saranac 3 ",0,0,0,2,2,0.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Schuyler Falls 1 ",0,6,0,1,7,4.40
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Schuyler Falls 2 ",0,5,0,2,7,1.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Gregory D. Young (M),DM1,"Town of Schuyler Falls 3 ",0,2,0,3,5,1.35
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 1 1 ",0,4,0,1,5,2.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 1 2 ",0,14,0,8,22,1.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 1 3 ",0,1,0,0,1,2.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 2 1 ",0,2,0,1,3,0.77
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 2 2 ",0,2,0,1,3,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 3 1 ",0,4,0,3,7,1.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 3 2 ",0,12,0,8,20,2.36
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 4 1 ",0,5,0,10,15,1.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 4 2 ",0,10,0,5,15,1.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 5 1 ",0,9,0,7,16,2.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 5 2 ",0,7,0,6,13,1.62
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 6 1 ",0,7,0,7,14,2.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"City of Plattsburgh Ward 6 2 ",0,2,0,7,9,2.74
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Altona 1 ",0,2,0,3,5,1.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of AuSable 1 ",0,4,0,5,9,3.61
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of AuSable 2 ",0,3,0,0,3,1.13
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Beekmantown 1 ",0,3,0,2,5,1.38
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Beekmantown 2 ",0,5,0,1,6,1.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Beekmantown 3 ",0,4,0,4,8,1.07
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Beekmantown 4 ",0,3,0,1,4,1.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Black Brook 1 ",0,0,0,1,1,0.37
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Black Brook 2 ",0,1,0,1,2,2.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Champlain 1 ",0,3,0,0,3,0.78
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Champlain 2 ",0,10,0,0,10,1.89
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Champlain 3 ",0,4,0,1,5,1.12
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Chazy 1 ",0,4,0,1,5,0.98
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Chazy 2 ",0,11,0,3,14,3.18
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Clinton 1 ",0,3,0,0,3,2.86
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Dannemora 1 ",0,0,0,2,2,2.50
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Dannemora 2 ",0,2,0,3,5,3.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Dannemora 3 ",0,1,0,3,4,2.17
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Ellenburg 1 ",0,5,0,3,8,2.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Mooers 1 ",0,4,0,0,4,1.19
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Mooers 2 ",0,0,0,3,3,2.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Peru 1 ",0,5,0,4,9,2.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Peru 2 ",0,5,0,5,10,1.83
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Peru 3 ",0,1,0,2,3,1.51
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Peru 4 ",0,4,0,4,8,1.49
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 1 ",0,12,0,3,15,4.02
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 2 ",0,5,0,1,6,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 3 ",0,9,0,3,12,1.82
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 4 ",0,6,0,3,9,2.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 5 ",0,3,0,4,7,2.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 6 ",0,6,0,9,15,1.67
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Plattsburgh 7 ",0,5,0,1,6,1.73
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Saranac 1 ",0,6,0,2,8,1.83
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Saranac 2 ",0,2,0,2,4,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Saranac 3 ",0,2,0,3,5,2.40
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Schuyler Falls 1 ",0,2,0,0,2,1.26
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Schuyler Falls 2 ",0,12,0,1,13,2.88
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Michele L. Hill-Davis (F),DM1,"Town of Schuyler Falls 3 ",0,7,0,3,10,2.70
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 1 1 ",0,0,0,1,1,0.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 1 2 ",0,4,0,6,10,0.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 1 3 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 2 1 ",0,0,0,1,1,0.26
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 2 2 ",0,1,0,2,3,1.22
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 3 1 ",0,2,0,1,3,0.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 3 2 ",0,3,0,3,6,0.71
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 4 1 ",0,1,0,1,2,0.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 4 2 ",0,4,0,2,6,0.75
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 5 1 ",0,4,0,2,6,1.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 5 2 ",0,2,0,0,2,0.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 6 1 ",0,0,0,4,4,0.59
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"City of Plattsburgh Ward 6 2 ",0,0,0,1,1,0.30
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Altona 1 ",0,1,0,3,4,0.96
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of AuSable 1 ",0,2,0,1,3,1.20
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of AuSable 2 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Beekmantown 1 ",0,1,0,1,2,0.55
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Beekmantown 2 ",0,2,0,1,3,0.99
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Beekmantown 3 ",0,2,0,2,4,0.53
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Beekmantown 4 ",0,2,0,2,4,1.04
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Black Brook 1 ",0,0,0,0,0,0.00
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Black Brook 2 ",0,1,0,1,2,2.08
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Champlain 1 ",0,0,0,2,2,0.52
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Champlain 2 ",0,4,0,1,5,0.95
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Champlain 3 ",0,2,0,4,6,1.35
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Chazy 1 ",0,2,0,2,4,0.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Chazy 2 ",0,5,0,0,5,1.14
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Clinton 1 ",0,3,0,1,4,3.81
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Dannemora 1 ",0,0,0,1,1,1.25
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Dannemora 2 ",0,1,0,0,1,0.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Dannemora 3 ",0,0,0,3,3,1.63
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Ellenburg 1 ",0,3,0,4,7,1.97
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Mooers 1 ",0,5,0,1,6,1.79
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Mooers 2 ",0,0,0,2,2,1.43
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Peru 1 ",0,0,0,3,3,0.80
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Peru 2 ",0,3,0,4,7,1.28
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Peru 3 ",0,1,0,1,2,1.01
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Peru 4 ",0,3,0,0,3,0.56
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Plattsburgh 1 ",0,7,0,2,9,2.41
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Plattsburgh 2 ",0,2,0,0,2,0.42
DELEGATES TO NATIONAL CONVENTION 21st Congressional District,Jeffrey M. Cox (M),DM1,"Town of Plattsburgh 3 ",0,3,0,0,3,0.46
